id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,masterCategoryEncoded,subCategoryEncoded,articleTypeEncoded,imagePath
20941,Men,Footwear,Flip Flops,Flip Flops,Orange,Fall,2011.0,Casual,ADIDAS Men Adi Cells Orange Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/20941.jpg
14348,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women Casual White Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14348.jpg
15894,Girls,Footwear,Sandal,Sandals,Blue,Winter,2012.0,Casual,Warner Bros Kids Girls TW Flower Flops Blue Slippers,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/15894.jpg
28122,Men,Apparel,Innerwear,Briefs,Olive,Summer,2016.0,Casual,Jockey MC Men Pack Of 2 Briefs 8003,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28122.jpg
27956,Men,Apparel,Innerwear,Briefs,White,Fall,2018.0,Casual,Jockey Sport Performance  Men White Sport Performance Stretch Briefs SP 02,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/27956.jpg
2708,Girls,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Dress Pooh Kidswear,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/2708.jpg
12877,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Formal Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12877.jpg
15860,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Warner Bros Kids Unisex SD Fire Canvas Navy Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15860.jpg
11098,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011.0,Ethnic,Scullers Women Solid Purple Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/11098.jpg
2398,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Semi Black Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2398.jpg
28780,Women,Apparel,Innerwear,Briefs,White,Summer,2015.0,Casual,Enamor Women Pack of 2 Printed Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/28780.jpg
17961,Men,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Puma Men Scuba Grey Slipper,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/17961.jpg
27969,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Jockey SP-OW Men Black Active Innerwear Vest SP12,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/27969.jpg
13360,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Women Femmes Brown Boot,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13360.jpg
25602,Women,Apparel,Apparel Set,Kurta Sets,Green,Fall,2011.0,Ethnic,Vishudh Women Green & Purple Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/25602.jpg
14377,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14377.jpg
2505,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Numero Uno Men's Casual Black Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/2505.jpg
11261,Women,Apparel,Dress,Dresses,Red,Summer,2011.0,Casual,Palm Tree Kids Girls Red Saloppette Set,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/11261.jpg
24186,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2014.0,Casual,Converse Men Black & Maroon Oxford Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24186.jpg
13704,Women,Footwear,Shoes,Flats,Beige,Fall,2011.0,Casual,Clarks Women Prize Club Beige Wedges,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/13704.jpg
20714,Men,Footwear,Shoes,Casual Shoes,Coffee Brown,Winter,2018.0,Smart Casual,Red Tape Men Coffee Brown Leather Loafers,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/20714.jpg
11295,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11295.jpg
2195,Women,Apparel,Bottomwear,Capris,Black,Fall,2010.0,Sports,ADIDAS Women Black Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/2195.jpg
10175,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,United Colors of Benetton Men Wango Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/10175.jpg
15407,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Fila Men Lobato Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15407.jpg
17734,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Miami III Black Slipper,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/17734.jpg
15063,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Formal,Franco Leone Men Brown Formal Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/15063.jpg
14383,Women,Footwear,Shoes,Heels,Copper,Winter,2015.0,Casual,Catwalk Women Casual Copper Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/14383.jpg
15251,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,ADIDAS Originals Men Vespa Pk Mid Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15251.jpg
2551,Men,Footwear,Flip Flops,Flip Flops,Green,Summer,2011.0,Casual,Numero Uno Men's Casual Green Graphic Flip Flop,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/2551.jpg
23793,Unisex,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Converse Unisex Tongue Triple Color Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23793.jpg
28975,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012.0,Ethnic,Biba Women Blue Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/28975.jpg
28149,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016.0,Casual,Jockey SPORT Men Grey Melange Innerwear Vest 9924,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/28149.jpg
14575,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Vans Men Authentic White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14575.jpg
13562,Women,Footwear,Shoes,Heels,Purple,Spring,2013.0,Casual,Carlton London Women Casual Purple Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13562.jpg
26685,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Puma Men Helium Black Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/26685.jpg
25000,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/25000.jpg
11235,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Women Midrise Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/11235.jpg
13596,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016.0,Casual,Hanes Men Black Crew Pack Of 3 Innerwear T-Shirts,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/13596.jpg
26671,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Street Step Mid Black Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26671.jpg
23303,Women,Apparel,Bottomwear,Leggings,Maroon,Fall,2011.0,Ethnic,W Women Solid Maroon Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/23303.jpg
21030,Women,Footwear,Shoes,Heels,Red,Fall,2012.0,Casual,Clarks Women Balti Zing Red Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/21030.jpg
25490,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Women Sweet Classic Leather White Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/25490.jpg
21202,Men,Footwear,Flip Flops,Flip Flops,Multi,Summer,2012.0,Casual,Quiksilver Men Multi Milokai Print Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/21202.jpg
24770,Men,Footwear,Flip Flops,Flip Flops,Grey,Fall,2011.0,Casual,Spalding Men Game Grey Orange Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/24770.jpg
11497,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Lifestyle Pink Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/11497.jpg
28981,Women,Apparel,Apparel Set,Kurta Sets,Cream,Summer,2012.0,Ethnic,Biba Outlet Women Cream-Coloured Printed  Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/28981.jpg
22487,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,ADIDAS Men Onix Casual Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/22487.jpg
17760,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2011.0,Formal,Buckaroo Men New Pampa Black Formal Shoe,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/17760.jpg
18387,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Undercolors of Benetton Men Red Tanga Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/18387.jpg
22814,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Manchester United Men Navy Blue Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/22814.jpg
28512,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Premier Knit Black Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/28512.jpg
20915,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/20915.jpg
13139,Men,Footwear,Shoes,Casual Shoes,Olive,Spring,2012.0,Casual,Lee Cooper Men Olive Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13139.jpg
10748,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/10748.jpg
12823,Men,Footwear,Shoes,Casual Shoes,Yellow,Fall,2011.0,Casual,Lotto Men Dynamo Yellow Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12823.jpg
24119,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Playboy Men Green Casual Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/24119.jpg
21659,Women,Apparel,Innerwear,Bra,Black,Summer,2014.0,Casual,Enamor Women Smooth Black Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21659.jpg
28986,Women,Apparel,Apparel Set,Kurta Sets,Orange,Summer,2012.0,Ethnic,Biba Outlet Women Orange & White Printed Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/28986.jpg
17767,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2011.0,Casual,Buckaroo Men Nuevo Black Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17767.jpg
10770,Girls,Footwear,Shoes,Casual Shoes,Red,Winter,2012.0,Casual,Disney Kids Red Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/10770.jpg
25497,Women,Footwear,Flip Flops,Flip Flops,Purple,Summer,2012.0,Casual,Nike Women Aquahype Purple Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/25497.jpg
26676,Women,Footwear,Flip Flops,Flip Flops,Pink,Summer,2012.0,Casual,Puma Women Stawberry Pink Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/26676.jpg
24121,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women White Trinity Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/24121.jpg
21661,Women,Apparel,Innerwear,Bra,Red,Summer,2014.0,Casual,Enamor Women Smooth Red Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21661.jpg
12671,Men,Apparel,Bottomwear,Shorts,Red,Fall,2011.0,Casual,Probase Men Check Red Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/12671.jpg
13565,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Hanes Men Racer Back White Innerwear Vests,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/13565.jpg
14572,Men,Footwear,Shoes,Casual Shoes,Grey,Spring,2012.0,Casual,Vans Men Half Cab Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/14572.jpg
12685,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Fila Men Vintage Hi Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12685.jpg
16225,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Ethnic,Puma Women Capri Sweat Black Capris,0,1,9,/content/drive/MyDrive/ML Project Team/dataset/images/16225.jpg
14116,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/14116.jpg
28972,Women,Apparel,Apparel Set,Kurta Sets,Orange,Summer,2012.0,Ethnic,Biba Women Orange & White Printed Churidar Kurta with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/28972.jpg
23794,Men,Footwear,Flip Flops,Flip Flops,White,Fall,2012.0,Casual,Puma Men Drifter Cat II White Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/23794.jpg
23935,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Lotto Men White Pesa Slip-On Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23935.jpg
12824,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Nike Women Flyclave Black Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/12824.jpg
17758,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,2012.0,Casual,Buckaroo Men New Gemma Tan Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17758.jpg
27139,Women,Apparel,Innerwear,Bra,White,Summer,2012.0,Casual,Miss-T White Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/27139.jpg
14129,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/14129.jpg
28515,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Sports,Nike Men Woven White Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/28515.jpg
20778,Women,Footwear,Shoes,Flats,Silver,Fall,2011.0,Casual,Carlton London Women Classy Silver Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/20778.jpg
12488,Men,Footwear,Shoes,Sandals,Black,Summer,2016.0,Casual,Clarks Men Black Leather Sandals,1,8,42,/content/drive/MyDrive/ML Project Team/dataset/images/12488.jpg
24117,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/24117.jpg
26640,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Drift White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26640.jpg
12475,Men,Footwear,Sandal,Sandals,Tan,Summer,2011.0,Casual,Clarks Men Tan Wild Time Sandals,1,6,42,/content/drive/MyDrive/ML Project Team/dataset/images/12475.jpg
21657,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Lift Black Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21657.jpg
1547,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Men's Ducati Sneaker,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/1547.jpg
15234,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,ADIDAS Originals Men Ciero Low St Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15234.jpg
10746,Unisex,Footwear,Flip Flops,Flip Flops,Purple,Winter,2012.0,Casual,Disney Unisex Kids Princess Heart Purple Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/10746.jpg
28944,Women,Apparel,Bottomwear,Leggings,Pink,Summer,2012.0,Casual,BIBA OUTLET Women Pink Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/28944.jpg
13137,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2012.0,Casual,iD Men Green Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13137.jpg
12481,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Leather Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12481.jpg
13553,Women,Footwear,Shoes,Heels,Brown,Fall,2011.0,Casual,Carlton London Brown Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/13553.jpg
18389,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Undercolors of Benetton Men Black Pack of 2 Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/18389.jpg
20771,Women,Footwear,Shoes,Flats,Silver,Fall,2011.0,Casual,Carlton London Women Funky Silver Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/20771.jpg
15496,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,Carlton London Women Casual Denim Blue  Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15496.jpg
12812,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Football/Soccer Black Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/12812.jpg
1920,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Graffiti FX Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/1920.jpg
15805,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Facit Men Stringz Navy Blue Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15805.jpg
11499,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Lifestyle Blue Flats,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/11499.jpg
11835,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2013.0,Casual,Playboy Men Casual Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/11835.jpg
22825,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22825.jpg
28147,Men,Apparel,Innerwear,Innerwear Vests,White,Fall,2018.0,Casual,Jockey 24 x 7 Men White Innerwear Vest 9922,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/28147.jpg
20776,Women,Footwear,Shoes,Flats,Black,Fall,2011.0,Casual,Carlton London Women Classy Black Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/20776.jpg
15491,Women,Footwear,Shoes,Heels,Nude,Spring,2013.0,Formal,Carlton London Women Nude Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/15491.jpg
25036,Women,Apparel,Bottomwear,Leggings,Grey,Fall,2011.0,Casual,Nike Women Depth Long Grey Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/25036.jpg
12486,Men,Footwear,Shoes,Formal Shoes,Black,Spring,2012.0,Formal,Clarks Men Leather Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12486.jpg
13554,Women,Footwear,Shoes,Flats,Pink,Fall,2011.0,Casual,Carlton London Women Casual Pink Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/13554.jpg
25452,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Nike Men Prowl White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/25452.jpg
13130,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Provogue Men Brown Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13130.jpg
13302,Men,Apparel,Bottomwear,Shorts,Beige,Fall,2011.0,Casual,Gini and Jony Kids Boys Solid Beige Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/13302.jpg
28943,Women,Apparel,Bottomwear,Leggings,Green,Summer,2012.0,Casual,BIBA OUTLET Women Green Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/28943.jpg
14127,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016.0,Casual,Flying Machine Men Washed Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/14127.jpg
15233,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2011.0,Casual,ADIDAS Originals Men Samba Blue Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/15233.jpg
10741,Unisex,Footwear,Flip Flops,Flip Flops,Yellow,Winter,2012.0,Casual,Disney Unisex Kids Mickey Mouse Yellow Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/10741.jpg
17756,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Meztli Brown Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17756.jpg
20782,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Classy Gold Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/20782.jpg
21650,Women,Apparel,Innerwear,Bra,Black,Fall,2012.0,Casual,Enamor Women Classique Black Bra,0,4,6,/content/drive/MyDrive/ML Project Team/dataset/images/21650.jpg
24110,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Playboy Men Black Casual Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/24110.jpg
12472,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Leather Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/12472.jpg
26647,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Racer White Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/26647.jpg
14118,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Jeans,0,1,21,/content/drive/MyDrive/ML Project Team/dataset/images/14118.jpg
28140,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2016.0,Casual,Jockey SPORT Men Navy Blue Shorts 9411,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/28140.jpg
20923,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Casual Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/20923.jpg
19051,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Sandals,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/19051.jpg
2900,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Wedding Collection Silver Heels,1,8,18,/content/drive/MyDrive/ML Project Team/dataset/images/2900.jpg
11832,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Playboy Men Casual Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/11832.jpg
22822,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2016.0,Casual,Woodland Men Green Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/22822.jpg
26678,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Maze Black Flip Flops,1,3,16,/content/drive/MyDrive/ML Project Team/dataset/images/26678.jpg
10128,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Drsp Wingtip Black Formal Shoes,1,8,17,/content/drive/MyDrive/ML Project Team/dataset/images/10128.jpg
23904,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Fila Men Mercury II White Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/23904.jpg
15802,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Facit Men Trophy BKN Black Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/15802.jpg
28988,Women,Apparel,Apparel Set,Kurta Sets,White,Summer,2012.0,Ethnic,Biba Outlet Women White & Grey Printed Salwar Suit with Dupatta,0,0,24,/content/drive/MyDrive/ML Project Team/dataset/images/28988.jpg
17769,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Meztli Brown Casual Shoe,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/17769.jpg
18393,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Undercolors of Benetton Men Blue V-Brief,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/18393.jpg
28506,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Woven Black Shorts,0,1,46,/content/drive/MyDrive/ML Project Team/dataset/images/28506.jpg
13549,Women,Footwear,Shoes,Casual Shoes,Grey,Spring,2013.0,Casual,Carlton London Women Casual Grey Casual Shoes,1,8,10,/content/drive/MyDrive/ML Project Team/dataset/images/13549.jpg
20901,Women,Footwear,Shoes,Flats,Brown,Fall,2011.0,Casual,Catwalk Women Casual Brown Sandal,1,8,15,/content/drive/MyDrive/ML Project Team/dataset/images/20901.jpg
22458,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2011.0,Casual,Myntra Women Pink Leggings,0,1,27,/content/drive/MyDrive/ML Project Team/dataset/images/22458.jpg
12837,Women,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Ant Kids Button Bow Pink Dresses,0,2,13,/content/drive/MyDrive/ML Project Team/dataset/images/12837.jpg
15820,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016.0,Casual,Facit Men Basic White Innerwear Vest,0,4,19,/content/drive/MyDrive/ML Project Team/dataset/images/15820.jpg
18703,Men,Apparel,Innerwear,Briefs,Grey,Summer,2016.0,Casual,Hanes Men Grey Hip Duo Dry Cotton Stretch Hip Briefs,0,4,7,/content/drive/MyDrive/ML Project Team/dataset/images/18703.jpg
